order_id,customer_id,product_id,order_date,quantity
5347,77,128,2025-11-28,1
5348,1175,178,2025-04-12,2
5349,43,152,2025-10-07,4
5350,402,176,2025-05-08,2
5351,1382,151,2025-05-03,2
5352,928,159,2025-07-30,3
5353,286,130,2025-04-10,3
5354,761,111,2025-07-30,3
5355,1479,103,2025-06-15,5
5356,726,173,2025-09-02,4
5357,4,147,2025-11-18,1
5358,799,142,2025-07-02,5
5359,1763,175,2025-08-31,2
5360,642,200,2025-09-15,5
5361,22,138,2025-09-27,2
5362,1504,164,2025-09-24,4
5363,636,196,2025-11-17,2
5364,115,197,2026-01-28,4
5365,1782,138,2025-10-15,3
5366,1189,176,2025-03-26,2
5367,894,191,2025-10-14,3
5368,1048,193,2025-07-29,1
5369,1269,171,2025-03-08,1
5370,1175,186,2025-11-04,4
5371,688,170,2025-08-11,1
5372,1757,187,2025-09-07,1
5373,1171,190,2026-02-01,5
5374,1542,158,2025-06-02,1
5375,31,171,2025-10-21,2
5376,1245,180,2025-05-02,2
5377,1584,176,2025-02-20,5
5378,1827,129,2025-04-01,5
5379,557,111,2025-12-20,5
5380,1500,180,2025-06-08,1
5381,242,153,2025-03-26,4
5382,1462,163,2025-08-29,2
5383,1086,182,2025-06-17,5
5384,57,103,2025-05-27,1
5385,1201,194,2025-10-13,4
5386,1311,196,2025-03-21,4
5387,275,198,2025-05-22,5
5388,167,119,2025-02-14,2
5389,1668,139,2025-11-17,3
5390,1536,127,2025-08-09,5
5391,241,134,2025-06-12,4
5392,422,183,2025-07-25,1
5393,1286,190,2025-09-03,2
5394,24,158,2026-01-06,5
5395,1106,158,2025-12-17,2
5396,1283,168,2025-12-17,3
5397,1616,130,2025-08-30,5
5398,855,124,2025-06-18,3
5399,1132,137,2025-12-24,5
5400,1928,149,2025-04-05,5
5401,360,128,2025-03-08,2
5402,310,184,2025-04-21,3
5403,1279,164,2025-10-30,3
5404,520,104,2026-01-21,4
5405,1937,102,2025-11-19,1
5406,306,200,2025-12-16,4
5407,1404,192,2026-01-25,2
5408,1932,135,2025-03-21,1
5409,818,112,2025-07-10,5
5410,1346,199,2025-02-25,4
5411,1229,101,2025-05-23,5
5412,1958,157,2025-03-29,3
5413,689,107,2025-03-24,4
5414,1206,165,2025-03-19,1
5415,1983,151,2025-08-01,2
5416,900,104,2025-02-26,1
5417,270,119,2025-11-01,3
5418,395,106,2025-03-29,5
5419,569,178,2025-12-07,5
5420,864,182,2025-06-12,4
5421,1530,112,2025-07-06,5
5422,1478,105,2025-11-21,4
5423,1130,178,2025-07-07,3
5424,803,109,2025-12-26,3
5425,1799,143,2025-06-12,5
5426,772,194,2025-07-03,5
5427,923,144,2025-09-14,4
5428,1162,191,2025-07-13,5
5429,1210,136,2025-07-25,4
5430,521,195,2025-12-07,4
5431,1745,185,2025-04-07,2
5432,1925,148,2025-04-05,3
5433,1142,172,2025-07-03,3
5434,388,199,2025-07-09,2
5435,1432,160,2025-12-26,1
5436,933,172,2025-10-16,4
5437,1970,154,2025-08-04,3
5438,1369,116,2025-09-22,4
5439,166,108,2025-02-26,5
5440,250,111,2025-08-04,1
5441,1319,163,2025-12-19,5
5442,249,107,2025-10-21,1
5443,952,134,2025-04-26,3
5444,458,148,2025-03-14,3
5445,382,108,2025-09-14,5
5446,438,113,2025-08-31,4
5447,1619,126,2025-10-29,1
5448,1702,173,2025-04-13,1
5449,927,140,2025-12-11,1
5450,170,136,2025-09-11,5
5451,68,154,2025-04-24,1
5452,1866,134,2025-02-25,4
5453,358,172,2025-10-03,2
5454,1556,159,2025-06-03,4
5455,1202,105,2025-02-11,1
5456,1626,153,2025-11-15,5
5457,1519,171,2025-05-12,4
5458,999,137,2025-12-02,4
5459,96,155,2025-03-17,5
5460,1441,107,2025-08-26,5
5461,1935,169,2025-08-06,1
5462,1046,101,2025-08-12,5
5463,1930,183,2025-03-27,2
5464,803,187,2025-02-27,4
5465,277,154,2025-06-04,3
5466,1094,198,2025-12-16,4
5467,1025,110,2025-05-13,5
5468,1871,102,2025-05-09,5
5469,1705,150,2025-09-10,3
5470,24,199,2025-03-27,1
5471,684,119,2025-11-02,3
5472,225,144,2025-05-03,4
5473,853,124,2025-08-22,4
5474,1895,189,2025-05-04,4
5475,1130,130,2025-02-21,4
5476,371,197,2025-04-26,2
5477,1587,166,2025-05-14,3
5478,1897,126,2025-08-10,5
5479,880,190,2025-12-29,4
5480,144,144,2025-03-06,4
5481,250,200,2025-08-26,3
5482,168,188,2025-06-11,3
5483,1061,121,2025-02-06,1
5484,1626,128,2025-12-21,1
5485,834,143,2025-08-26,2
5486,853,163,2025-08-30,5
5487,422,109,2025-07-11,3
5488,1993,173,2026-01-29,2
5489,119,147,2025-08-07,4
5490,861,176,2025-08-28,1
5491,1,136,2025-11-04,1
5492,734,186,2025-05-07,1
5493,62,121,2026-01-15,3
5494,1524,159,2026-01-21,1
5495,1601,144,2025-02-24,2
5496,1181,139,2026-01-09,2
5497,1383,181,2025-12-21,2
5498,958,170,2026-01-14,1
5499,565,150,2025-07-24,1
5500,825,124,2025-05-25,2
5501,1000,172,2025-12-31,2
5502,866,140,2025-07-01,5
5503,1406,135,2025-07-10,5
5504,1982,138,2026-01-09,1
5505,699,137,2025-08-16,4
5506,1501,172,2025-10-01,1
5507,1240,138,2025-05-10,3
5508,1326,145,2025-07-13,1
5509,1025,105,2025-09-13,2
5510,1870,112,2025-12-28,3
5511,1828,117,2025-12-18,4
5512,595,161,2025-07-06,3
5513,1060,138,2026-01-13,3
5514,941,144,2025-04-20,1
5515,863,109,2025-04-21,4
5516,1359,120,2025-12-14,3
5517,266,131,2025-08-02,2
5518,1644,192,2025-03-16,5
5519,508,160,2025-10-24,4
5520,154,151,2025-12-07,3
5521,1440,111,2025-03-18,2
5522,1230,200,2026-01-18,4
5523,1122,141,2025-07-01,1
5524,1193,103,2026-01-18,4
5525,983,170,2025-07-26,5
5526,297,126,2025-08-08,5
5527,1314,107,2025-02-22,1
5528,157,159,2025-07-31,3
5529,1320,192,2025-04-22,3
5530,1679,157,2026-01-06,3
5531,1649,134,2025-08-28,4
5532,590,159,2025-11-16,4
5533,823,147,2025-11-16,5
5534,1443,120,2025-03-27,1
5535,1142,194,2025-07-29,3
5536,118,110,2025-10-17,1
5537,1070,194,2025-02-11,5
5538,1784,195,2025-09-21,4
5539,1865,157,2025-03-28,2
5540,1635,192,2025-08-08,2
5541,814,109,2026-01-28,2
5542,455,180,2026-01-31,1
5543,431,134,2025-03-14,2
5544,1795,190,2025-08-22,2
5545,884,176,2025-07-21,1
5546,450,175,2025-10-13,5
5547,214,142,2025-09-18,3
5548,1808,184,2025-12-12,3
5549,1164,158,2025-05-08,4
5550,1163,166,2025-06-10,2
5551,426,138,2025-05-18,5
5552,856,174,2025-11-09,1
5553,183,125,2025-10-29,1
5554,20,190,2025-05-29,3
5555,1310,176,2025-05-15,3
5556,617,162,2025-07-20,3
5557,937,163,2025-12-07,5
5558,1313,142,2025-02-05,4
5559,1223,116,2025-06-26,5
5560,1060,172,2025-04-30,1
5561,1861,133,2025-11-13,1
5562,585,152,2025-09-11,3
5563,788,145,2025-06-19,5
5564,700,140,2025-03-23,3
5565,1527,116,2026-01-27,4
5566,100,138,2025-12-07,4
5567,342,106,2026-01-12,5
5568,1203,137,2025-05-02,4
5569,266,161,2025-04-02,1
5570,1515,107,2025-10-02,3
5571,895,178,2025-09-30,4
5572,1755,183,2025-12-03,3
5573,774,115,2025-07-20,3
5574,1547,195,2025-08-05,5
5575,67,184,2025-06-02,1
5576,1703,139,2026-01-08,5
5577,1307,142,2025-02-08,2
5578,80,119,2025-12-30,1
5579,451,183,2025-03-09,3
5580,723,161,2025-02-13,4
5581,1467,193,2025-02-27,5
5582,204,119,2025-10-29,4
5583,1551,169,2025-03-30,2
5584,261,169,2025-02-14,2
5585,1501,106,2025-04-12,4
5586,1712,112,2025-11-02,4
5587,1581,196,2025-02-26,4
5588,1530,140,2025-09-28,2
5589,1029,105,2026-01-21,4
5590,1841,119,2025-08-30,4
5591,1945,126,2025-10-03,2
5592,1397,200,2025-11-13,3
5593,1814,125,2026-01-07,1
5594,1163,145,2025-05-11,4
5595,583,193,2025-07-14,1
5596,1898,135,2025-11-22,3
5597,1347,135,2025-07-02,4
5598,1680,110,2025-05-08,1
5599,1359,164,2025-11-11,3
5600,624,156,2025-06-14,3
5601,703,194,2025-06-04,1
5602,895,188,2025-02-23,1
5603,945,167,2026-01-19,1
5604,831,118,2025-11-04,3
5605,1783,175,2025-09-14,3
5606,862,174,2025-08-30,1
5607,441,185,2025-08-09,1
5608,1631,196,2025-03-29,2
5609,1663,122,2025-04-13,2
5610,1154,119,2025-06-27,4
5611,1133,137,2025-07-22,3
5612,229,189,2025-10-05,3
5613,1886,134,2025-06-13,4
5614,234,173,2025-10-26,4
5615,1880,189,2025-03-12,5
5616,706,190,2025-09-30,1
5617,1735,118,2025-05-24,3
5618,1815,148,2025-03-25,3
5619,1299,163,2025-06-23,5
5620,610,143,2025-12-25,5
5621,1598,172,2025-05-10,4
5622,1136,127,2026-01-21,2
5623,1750,131,2025-12-01,5
5624,1617,154,2025-06-29,4
5625,1123,160,2025-12-03,1
5626,1357,159,2025-05-20,5
5627,487,150,2025-03-26,1
5628,656,111,2025-06-21,4
5629,1922,155,2025-05-30,2
5630,1672,130,2025-06-17,1
5631,545,169,2025-03-09,3
5632,960,187,2025-02-08,4
5633,751,193,2025-10-04,4
5634,346,102,2025-10-29,3
5635,1409,171,2025-05-16,1
5636,1372,166,2025-04-09,1
5637,655,118,2026-01-08,3
5638,600,120,2025-11-05,1
5639,237,145,2026-01-25,2
5640,2,194,2025-04-30,5
5641,552,114,2025-12-25,3
5642,1775,146,2025-11-26,4
5643,1707,129,2025-04-17,1
5644,95,165,2025-10-13,2
5645,1182,169,2025-12-17,1
5646,110,127,2025-03-03,1
5647,1105,116,2025-08-14,5
5648,10,186,2025-12-19,2
5649,346,169,2025-05-25,3
5650,1764,148,2025-06-28,5
5651,631,103,2025-08-22,4
5652,1959,195,2025-03-21,1
5653,869,120,2025-08-25,1
5654,473,178,2025-11-24,2
5655,1929,137,2026-01-27,2
5656,948,114,2025-10-15,1
5657,1996,187,2026-01-03,2
5658,1425,146,2025-12-12,2
5659,1337,121,2025-06-11,5
5660,1200,132,2025-09-07,4
5661,881,147,2025-02-27,4
5662,1596,198,2025-06-17,2
5663,1002,197,2025-02-05,1
5664,1928,104,2025-02-15,5
5665,804,178,2025-12-16,2
5666,1362,155,2025-08-17,1
5667,1458,155,2025-08-23,5
5668,1124,176,2026-02-02,5
5669,1986,118,2025-04-03,3
5670,49,165,2025-12-11,5
5671,177,117,2025-08-24,2
5672,480,105,2025-06-07,3
5673,433,169,2025-11-23,4
5674,1448,126,2025-05-07,4
5675,745,139,2025-07-23,3
5676,561,101,2025-07-22,3
5677,7,122,2025-05-18,2
5678,111,178,2025-02-12,4
5679,1947,186,2025-10-25,3
5680,314,155,2025-10-13,3
5681,1402,192,2025-08-20,1
5682,492,122,2025-04-03,3
5683,1696,118,2025-09-19,3
5684,1505,119,2025-06-08,2
5685,615,184,2025-03-27,5
5686,954,109,2025-08-21,4
5687,789,190,2025-08-08,3
5688,1260,167,2025-08-02,3
5689,1065,117,2026-01-28,1
5690,689,103,2025-11-24,3
5691,1487,149,2026-01-13,1
5692,1618,135,2025-12-27,5
5693,1241,110,2025-07-19,5
5694,1035,112,2025-09-12,3
5695,1331,136,2025-05-12,1
5696,23,170,2025-12-20,3
5697,525,118,2025-04-10,3
5698,484,175,2025-03-19,3
5699,1290,133,2025-05-02,4
5700,1063,190,2025-07-26,3
5701,1460,193,2025-05-19,4
5702,1977,158,2025-04-26,4
5703,767,130,2025-02-23,3
5704,750,198,2025-12-22,1
5705,1713,128,2025-08-08,4
5706,1054,126,2025-06-09,5
5707,1856,137,2025-02-27,3
5708,1055,179,2025-07-29,5
5709,527,188,2025-04-02,1
5710,1819,150,2026-01-08,3
5711,667,163,2026-02-01,1
5712,612,105,2026-01-26,5
5713,1248,189,2025-10-27,3
5714,1137,109,2025-09-04,3
5715,1441,117,2025-02-04,4
5716,815,155,2025-05-12,1
5717,1285,157,2025-09-06,5
5718,1422,138,2025-03-24,2
5719,566,148,2025-04-26,5
5720,271,107,2025-12-11,3
5721,1922,114,2025-11-26,3
5722,1515,159,2025-03-31,5
5723,515,200,2025-04-12,5
5724,897,176,2025-04-15,3
5725,1753,173,2026-01-23,5
5726,1323,166,2025-04-06,1
5727,977,182,2025-08-03,5
5728,697,154,2025-09-27,5
5729,815,122,2025-07-18,2
5730,368,118,2025-09-11,1
5731,1962,128,2025-04-20,5
5732,1451,108,2025-09-25,5
5733,1347,148,2026-01-18,4
5734,821,168,2025-07-05,2
5735,796,200,2025-08-25,4
5736,1771,144,2025-12-31,4
5737,1381,134,2026-01-03,4
5738,899,113,2025-04-01,4
5739,306,136,2026-01-05,1
5740,1981,129,2025-12-02,4
5741,1490,181,2025-08-11,4
5742,684,193,2025-09-24,3
5743,1418,148,2025-04-03,3
5744,1418,151,2025-10-24,2
5745,541,192,2026-01-22,4
5746,1002,169,2025-06-17,2
5747,1859,125,2025-11-08,5
5748,749,113,2025-08-15,3
5749,897,190,2025-02-15,3
5750,476,196,2025-10-27,5
5751,763,121,2025-06-11,2
5752,543,133,2025-02-04,4
5753,1982,126,2025-10-27,3
5754,675,156,2025-04-26,5
5755,1187,197,2025-05-16,3
5756,121,171,2025-09-18,5
5757,589,130,2025-09-11,3
5758,856,184,2025-05-08,5
5759,1671,124,2025-03-30,3
5760,7,126,2025-03-09,2
5761,743,129,2025-02-12,3
5762,1765,200,2025-10-06,5
5763,343,151,2025-08-11,1
5764,1510,200,2025-04-29,2
5765,1286,160,2025-02-06,3
5766,572,178,2025-04-25,1
5767,1941,120,2025-10-03,3
5768,1418,127,2025-05-20,2
5769,473,173,2025-07-03,4
5770,773,148,2025-12-24,1
5771,1056,154,2025-12-27,4
5772,486,131,2025-08-27,4
5773,1493,165,2025-09-08,4
5774,228,149,2025-12-19,1
5775,714,169,2025-06-27,4
5776,658,130,2025-05-21,4
5777,962,111,2026-01-09,3
5778,814,111,2025-10-29,2
5779,677,157,2025-05-04,5
5780,1694,179,2025-10-21,2
5781,901,177,2025-06-17,2
5782,1369,154,2025-10-13,4
5783,451,135,2025-08-12,1
5784,175,161,2025-07-22,4
5785,105,172,2025-06-22,4
5786,1811,176,2026-01-12,5
5787,1209,193,2025-03-03,4
5788,444,168,2025-05-28,1
5789,344,151,2025-03-09,1
5790,1464,192,2025-12-12,5
5791,186,166,2026-01-29,3
5792,1929,107,2025-11-18,1
5793,753,133,2025-05-06,4
5794,929,164,2025-08-24,1
5795,375,116,2025-09-22,3
5796,1409,136,2025-05-18,3
5797,248,101,2025-05-18,2
5798,82,158,2026-01-21,2
5799,238,147,2025-07-04,1
5800,395,191,2026-01-30,5
5801,737,152,2026-01-13,5
5802,1889,174,2026-01-09,3
5803,1804,120,2025-06-29,4
5804,1188,193,2025-02-17,1
5805,838,117,2025-10-26,3
5806,856,172,2025-10-01,1
5807,1719,112,2025-06-30,1
5808,1332,139,2025-05-03,1
5809,1871,144,2025-03-03,5
5810,1860,168,2025-12-19,3
5811,1663,113,2025-12-16,5
5812,1004,151,2025-08-17,4
5813,23,190,2025-04-02,4
5814,170,106,2025-03-22,5
5815,1229,177,2025-08-30,3
5816,197,189,2025-05-28,3
5817,845,135,2026-01-20,3
5818,1077,149,2026-01-23,4
5819,592,162,2025-09-05,1
5820,1159,116,2025-05-04,1
5821,380,134,2025-09-02,5
5822,1891,173,2025-10-15,4
5823,1406,171,2025-04-25,1
5824,1606,118,2025-07-02,1
5825,1757,111,2025-12-28,2
5826,1478,140,2025-03-20,3
5827,1961,200,2025-05-25,5
5828,1424,158,2025-05-10,1
5829,538,182,2025-10-05,2
5830,1909,119,2025-11-16,2
5831,54,120,2025-04-14,5
5832,969,126,2025-02-20,2
5833,1198,168,2025-04-22,1
5834,455,187,2025-09-22,5
5835,717,160,2025-04-27,2
5836,1114,153,2025-07-19,3
5837,682,119,2025-04-10,4
5838,1530,182,2025-02-12,3
5839,1609,193,2025-05-23,1
5840,1404,112,2025-04-06,1
5841,39,119,2025-07-01,4
5842,210,125,2025-06-13,3
5843,169,196,2025-06-20,2
5844,814,163,2025-09-27,3
5845,1700,156,2025-05-16,4
5846,631,143,2025-12-03,4
